# Shogi Edge — 直接対戦データ(藤井聡太のタイトル戦・番勝負)
# 出典: ja.wikipedia.org/wiki/藤井聡太 (2026-05-22 取得)
# 列順: match_date, player_a_name, player_b_name, tournament, opening, winner_name, kifu_url
# 戦型(opening) と 棋譜URL(kifu_url) は Wikipedia 一覧に記載がないため空欄
# 第XX期 のような期番号は記事間で揺れがあるため、棋戦名のみ採用
# 持将棋(引分)の場合は winner_name 空欄
2021-11-13,藤井聡太,豊島将之,竜王戦,,藤井聡太,
2022-01-10,藤井聡太,渡辺明,王将戦,,藤井聡太,
2022-01-23,藤井聡太,渡辺明,王将戦,,藤井聡太,
2022-01-30,藤井聡太,渡辺明,王将戦,,藤井聡太,
2022-02-12,藤井聡太,渡辺明,王将戦,,藤井聡太,
2022-04-28,藤井聡太,出口若武,叡王戦,,藤井聡太,
2022-05-15,藤井聡太,出口若武,叡王戦,,藤井聡太,
2022-05-24,藤井聡太,出口若武,叡王戦,,藤井聡太,
2022-06-03,藤井聡太,永瀬拓矢,棋聖戦,,永瀬拓矢,
2022-06-15,藤井聡太,永瀬拓矢,棋聖戦,,藤井聡太,
2022-06-29,藤井聡太,豊島将之,王位戦,,豊島将之,
2022-07-04,藤井聡太,永瀬拓矢,棋聖戦,,藤井聡太,
2022-07-14,藤井聡太,豊島将之,王位戦,,藤井聡太,
2022-07-17,藤井聡太,永瀬拓矢,棋聖戦,,藤井聡太,
2022-07-21,藤井聡太,豊島将之,王位戦,,藤井聡太,
2022-08-25,藤井聡太,豊島将之,王位戦,,藤井聡太,
2022-09-06,藤井聡太,豊島将之,王位戦,,藤井聡太,
2022-10-08,藤井聡太,広瀬章人,竜王戦,,広瀬章人,
2022-10-22,藤井聡太,広瀬章人,竜王戦,,藤井聡太,
2022-10-29,藤井聡太,広瀬章人,竜王戦,,藤井聡太,
2022-11-09,藤井聡太,広瀬章人,竜王戦,,藤井聡太,
2022-11-26,藤井聡太,広瀬章人,竜王戦,,広瀬章人,
2022-12-03,藤井聡太,広瀬章人,竜王戦,,藤井聡太,
2023-01-09,藤井聡太,羽生善治,王将戦,,藤井聡太,
2023-01-22,藤井聡太,羽生善治,王将戦,,羽生善治,
2023-01-29,藤井聡太,羽生善治,王将戦,,藤井聡太,
2023-02-05,藤井聡太,渡辺明,棋王戦,,藤井聡太,
2023-02-10,藤井聡太,羽生善治,王将戦,,羽生善治,
2023-02-18,藤井聡太,渡辺明,棋王戦,,藤井聡太,
2023-02-26,藤井聡太,羽生善治,王将戦,,藤井聡太,
2023-03-05,藤井聡太,渡辺明,棋王戦,,渡辺明,
2023-03-12,藤井聡太,羽生善治,王将戦,,藤井聡太,
2023-03-19,藤井聡太,渡辺明,棋王戦,,藤井聡太,
2023-04-06,藤井聡太,渡辺明,名人戦,,藤井聡太,
2023-04-11,藤井聡太,菅井竜也,叡王戦,,藤井聡太,
2023-04-23,藤井聡太,菅井竜也,叡王戦,,菅井竜也,
2023-04-28,藤井聡太,渡辺明,名人戦,,藤井聡太,
2023-05-06,藤井聡太,菅井竜也,叡王戦,,藤井聡太,
2023-05-14,藤井聡太,渡辺明,名人戦,,渡辺明,
2023-05-22,藤井聡太,渡辺明,名人戦,,藤井聡太,
2023-05-28,藤井聡太,菅井竜也,叡王戦,,藤井聡太,
2023-06-01,藤井聡太,渡辺明,名人戦,,藤井聡太,
2023-06-05,藤井聡太,佐々木大地,棋聖戦,,藤井聡太,
2023-06-23,藤井聡太,佐々木大地,棋聖戦,,佐々木大地,
2023-07-03,藤井聡太,佐々木大地,棋聖戦,,藤井聡太,
2023-07-08,藤井聡太,佐々木大地,王位戦,,藤井聡太,
2023-07-14,藤井聡太,佐々木大地,王位戦,,藤井聡太,
2023-07-18,藤井聡太,佐々木大地,棋聖戦,,藤井聡太,
2023-07-26,藤井聡太,佐々木大地,王位戦,,藤井聡太,
2023-08-16,藤井聡太,佐々木大地,王位戦,,佐々木大地,
2023-08-23,藤井聡太,佐々木大地,王位戦,,藤井聡太,
2023-08-31,藤井聡太,永瀬拓矢,王座戦,,永瀬拓矢,
2023-09-12,藤井聡太,永瀬拓矢,王座戦,,藤井聡太,
2023-09-27,藤井聡太,永瀬拓矢,王座戦,,藤井聡太,
2023-10-07,藤井聡太,伊藤匠,竜王戦,,藤井聡太,
2023-10-11,藤井聡太,永瀬拓矢,王座戦,,藤井聡太,
2023-10-18,藤井聡太,伊藤匠,竜王戦,,藤井聡太,
2023-10-26,藤井聡太,伊藤匠,竜王戦,,藤井聡太,
2023-11-11,藤井聡太,伊藤匠,竜王戦,,藤井聡太,
2024-01-08,藤井聡太,菅井竜也,王将戦,,藤井聡太,
2024-01-21,藤井聡太,菅井竜也,王将戦,,藤井聡太,
2024-01-28,藤井聡太,菅井竜也,王将戦,,藤井聡太,
2024-02-04,藤井聡太,伊藤匠,棋王戦,,,
2024-02-08,藤井聡太,菅井竜也,王将戦,,藤井聡太,
2024-02-24,藤井聡太,伊藤匠,棋王戦,,藤井聡太,
2024-03-03,藤井聡太,伊藤匠,棋王戦,,藤井聡太,
2024-03-17,藤井聡太,伊藤匠,棋王戦,,藤井聡太,
2024-04-07,藤井聡太,伊藤匠,叡王戦,,藤井聡太,
2024-04-11,藤井聡太,豊島将之,名人戦,,藤井聡太,
2024-04-20,藤井聡太,伊藤匠,叡王戦,,伊藤匠,
2024-04-24,藤井聡太,豊島将之,名人戦,,藤井聡太,
2024-05-02,藤井聡太,伊藤匠,叡王戦,,伊藤匠,
2024-05-09,藤井聡太,豊島将之,名人戦,,藤井聡太,
2024-05-19,藤井聡太,豊島将之,名人戦,,豊島将之,
2024-05-27,藤井聡太,豊島将之,名人戦,,藤井聡太,
2024-05-31,藤井聡太,伊藤匠,叡王戦,,伊藤匠,
2024-06-06,藤井聡太,山崎隆之,棋聖戦,,藤井聡太,
2024-06-17,藤井聡太,山崎隆之,棋聖戦,,藤井聡太,
2024-06-20,藤井聡太,伊藤匠,叡王戦,,伊藤匠,
2024-07-01,藤井聡太,山崎隆之,棋聖戦,,藤井聡太,
2024-07-08,藤井聡太,渡辺明,王位戦,,藤井聡太,
2024-07-14,藤井聡太,渡辺明,王位戦,,渡辺明,
2024-07-26,藤井聡太,渡辺明,王位戦,,藤井聡太,
2024-08-16,藤井聡太,渡辺明,王位戦,,藤井聡太,
2024-09-12,藤井聡太,永瀬拓矢,王座戦,,藤井聡太,
2024-09-19,藤井聡太,永瀬拓矢,王座戦,,藤井聡太,
2024-09-26,藤井聡太,永瀬拓矢,王座戦,,藤井聡太,
2024-12-13,藤井聡太,佐々木勇気,竜王戦,,藤井聡太,
